date, pm25, pm10, o3, no2, so2, co
2014/4/13, 20, , 11, 2, , 
2014/4/14, 22, , , , , 
2014/4/16, 21, , , , , 
2014/4/26, 26, , 16, 3, , 
2014/4/27, 19, , 16, 3, , 
2014/4/28, 12, , 14, 4, , 
2014/4/29, 27, , 7, 4, , 
2014/4/30, 19, , , , , 
2014/5/2, 33, , 12, 6, , 
2014/5/3, 46, , , , , 
2014/5/6, 18, , 8, 5, 1, 
2014/5/7, 31, , 8, 4, , 
2014/5/8, 39, , 12, 6, , 
2014/5/9, 39, , 14, 7, 1, 
2014/5/10, 18, , 9, 4, , 
2014/5/11, 21, , 12, 3, , 
2014/5/12, 25, , 13, 5, , 
2014/5/13, 32, , 13, 6, 1, 
2014/5/14, 32, , 13, 7, 1, 
2014/5/15, 33, , 5, 10, 1, 
2014/5/16, 43, , 15, 4, , 
2014/5/17, 45, , 13, 4, , 
2014/5/18, 22, , 6, 2, , 
2014/5/19, 20, , , , , 
2014/5/23, 26, , 8, 5, , 
2014/5/24, 19, , 12, 3, , 
2014/5/25, 21, , 8, 2, , 
2014/5/26, 12, , 14, 3, , 
2014/5/27, 19, , 12, 4, 1, 
2014/5/28, 20, , 10, 4, , 
2014/5/29, 25, , 10, 5, , 
2014/5/30, 24, , 9, 5, 1, 
2014/5/31, 25, , 9, 5, 1, 
2014/6/1, 34, , 9, 5, 1, 
2014/6/2, 31, , 10, 5, 1, 
2014/6/3, 32, , 11, 5, , 
2014/6/4, 38, , 10, 5, 1, 
2014/6/5, 37, , 10, 5, 1, 
2014/6/6, 33, , 10, 5, 1, 
2014/6/7, 29, , 10, 3, , 
2014/6/8, 18, , 11, 3, , 
2014/6/9, 18, , 11, 4, , 
2014/6/10, 21, , , , , 
2014/6/27, 37, , 8, 3, , 
2014/6/28, 12, , 8, 3, , 
2014/6/29, 11, , 8, 4, , 
2014/6/30, 20, , 8, 4, 1, 
2014/7/1, 19, , 5, 7, 2, 
2014/1/5, 15, , 2, 3, , 
2014/1/6, 18, , 2, 5, , 
2014/1/7, 21, , 3, 8, , 
2014/1/8, 17, , 9, 3, , 
2014/1/9, 8, , 11, 6, , 
2014/1/10, 20, , 11, 6, , 
2014/1/11, 14, , 15, 6, , 
2014/1/12, 12, , 11, 3, , 
2014/1/13, 16, , 4, 6, , 
2014/1/14, 18, , 3, 7, , 
2014/1/15, 20, , 2, 6, , 
2014/1/16, 31, , , 6, 1, 
2014/1/17, 31, , , 7, 1, 
2014/1/18, 44, , , 7, , 
2014/1/19, 40, , 1, 5, , 
2014/1/20, 46, , 1, 6, 1, 
2014/1/21, 34, , , 8, 1, 
2014/1/22, 40, , 1, 7, 1, 
2014/1/23, 52, , 1, 6, 1, 
2014/1/24, 34, , , 8, 1, 
2014/1/25, 42, , , , , 
2014/1/27, 42, , , 7, 2, 
2014/1/28, 52, , 1, 8, , 
2014/1/29, 27, , 3, 7, 1, 
2014/1/30, 25, , 5, 7, , 
2014/1/31, 22, , 8, 6, , 
2014/2/1, 24, , 2, 5, , 
2014/2/2, 36, , 5, 5, , 
2014/2/3, 24, , 12, 7, , 
2014/2/4, 24, , 14, 2, , 
2014/2/5, 12, , 15, 4, , 
2014/2/6, 21, , 9, 11, , 
2014/2/7, 33, , 11, 6, , 
2014/2/8, 29, , 9, 9, , 
2014/2/9, 36, , 7, 8, , 
2014/2/10, 27, , 10, 5, , 
2014/2/11, 20, , 11, 6, , 
2014/2/12, 14, , 13, 6, , 
2014/2/13, 16, , 9, 7, , 
2014/2/14, 21, , , , , 
2014/2/19, 19, , 12, 7, , 
2014/2/20, 28, , 10, 8, 1, 
2014/2/21, 21, , 7, 5, , 
2014/2/22, 14, , , , , 
2014/2/25, 57, , 3, 10, , 
2014/2/26, 41, , 2, 8, 1, 
2014/2/27, 28, , 5, 6, , 
2014/2/28, 29, , 3, 6, 1, 
2014/3/1, 27, , , , , 
2014/3/3, 17, , 6, 9, , 
2014/3/4, 21, , 8, 9, 1, 
2014/3/5, 23, , 10, 8, , 
2014/3/6, 12, , 12, 3, , 
2014/3/7, 10, , 2, 7, , 
2014/3/8, 14, , , 3, , 
2014/3/9, 6, , , 5, , 
2014/3/10, 19, , 9, 5, , 
2014/3/11, 23, , 8, 6, , 
2014/3/12, 31, , 3, 10, 2, 
2014/3/13, 42, , 5, 8, 1, 
2014/3/14, 51, , 8, 5, , 
2014/3/15, 5, , 11, 3, , 
2014/3/16, 14, , 10, 5, , 
2014/3/17, 9, , , , , 
2014/3/19, 30, , 13, 5, , 
2014/3/20, 11, , 10, 5, , 
2014/3/21, 27, , 10, 6, 1, 
2014/3/22, 31, , 9, 3, , 
2014/3/23, 19, , 10, 4, , 
2014/3/24, 23, , 7, 9, 1, 
2014/3/25, 34, , 13, 5, , 
2014/3/26, 25, , 13, 5, , 
2014/3/27, 14, , 10, 5, , 
2014/3/28, 17, , 10, 4, , 
2014/3/29, 14, , 14, 4, , 
2014/3/30, 13, , 13, 3, , 
2014/3/31, 11, , 9, 7, 1, 
2014/4/1, 26, , 9, 9, 2, 
2019/10/20, , 6, 3, 1, , 
2019/10/21, , 3, 9, 3, , 
2019/11/8, , 17, 1, 7, , 
2019/11/16, , 4, 9, 4, , 
2019/12/12, , 6, 10, 5, , 
2019/8/22, , 12, 5, 11, , 
2019/5/6, , 13, 7, 12, , 
2019/6/26, , 12, 10, 22, , 
2019/1/1, , 4, 9, 3, , 
2018/10/2, , 5, 9, 4, , 
2018/8/30, , 13, 6, 7, , 
2018/9/14, , 7, 8, 3, , 
2018/6/2, , 9, 12, 4, , 
2018/6/4, , 9, 13, 4, , 
2018/6/7, , 9, 14, 5, , 
2020/1/1, , , 13, 5, , 
2018/1/2, , , 2, 6, , 
2017/10/29, , , 2, 4, , 
2017/11/23, , , 3, 9, , 
2017/9/10, , , 6, 6, , 
2017/5/23, , , 15, 5, , 
2017/2/5, , , 11, 5, , 
2017/2/6, , , 11, 7, , 
2016/10/9, , , 4, 4, , 
2016/10/26, , , 7, 6, , 
2016/10/27, , , 8, 8, , 
2016/10/28, , , 8, 4, , 
2016/2/15, , , 10, 6, , 
2015/12/7, , , 9, 7, , 
2016/1/3, , , 1, 8, , 
2015/7/18, , , 7, 7, , 
2015/5/5, , , 13, 4, , 
2015/1/1, , , 2, 6, 1, 
2015/1/26, , , 3, 5, 1, 
2015/2/1, , , 5, 3, , 
2014/11/3, , , 7, 6, 1, 
2014/11/9, , , 5, 6, 1, 
2014/11/27, , , 10, 6, 1, 
2014/8/31, , , 8, 2, 1, 
2014/4/15, , , 14, 6, , 
2014/4/25, , , 14, 5, 1, 
2014/5/1, , , 5, 10, 2, 
2014/5/5, , , 8, 5, , 
2014/5/22, , , 7, 7, 1, 
2014/6/26, , , 12, 4, , 
2014/1/4, , , 4, 4, , 
2014/1/26, , , , 6, 1, 
2014/2/18, , , 10, 7, , 
2014/2/24, , , 2, 18, 1, 
2014/3/2, , , 6, 6, , 
2014/3/18, , , 10, 4, , 
